epoch,train_loss,valid_loss,accuracy,precision_score,recall_score,f1_score,time
0,1.0054045915603638,1.043291449546814,0.5478927493095398,0.38821637298565,0.4660203667046941,0.36800531291439814,00:01
1,0.969626784324646,1.097406029701233,0.45095786452293396,0.3786911079710948,0.4504264332105761,0.3280439630832444,00:01
2,0.9517149925231934,1.116010069847107,0.45134100317955017,0.37666747585314003,0.4344059783406667,0.32213323378199665,00:01
3,0.9496095776557922,1.140535831451416,0.5567049980163574,0.3796530857918928,0.4331477932233954,0.35869074600245027,00:01
