epoch,train_loss,valid_loss,accuracy,precision_score,recall_score,f1_score,time
0,1.2732692956924438,1.1979893445968628,0.5172545909881592,0.36853544258596854,0.4074210754999787,0.33953362512160035,07:47
1,1.2216616868972778,1.1474566459655762,0.5429447889328003,0.36801513834781435,0.4064907039398433,0.3475692832282335,07:48
2,1.1036678552627563,1.132032036781311,0.5011503100395203,0.3711720730835388,0.4174413815156906,0.3381772098276823,07:47
3,1.1127235889434814,1.1021332740783691,0.5397495031356812,0.3743039992446773,0.4200226797349851,0.3522550938529059,07:46
4,1.1005046367645264,1.0946099758148193,0.5200664401054382,0.3727693805440981,0.418597942066502,0.3458021342288464,07:47
